slide,0.05,1000,adam,0.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,0.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
slide,0.05,1000,adam,0.01,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,0.01,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
slide,0.05,1000,adam,0.1,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,0.1,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
slide,0.05,1000,adam,0.2,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,0.2,0.01,0.01,0.8247,0.5948,0.9697,0.9550367162492939,0.9452268875917907
slide,0.05,1000,adam,0.5,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,0.5,0.01,0.01,0.8249,0.5949,0.9699,0.9552250047072114,0.9454942572020334
slide,0.05,1000,adam,1.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,1.0,0.01,0.01,0.8249,0.5946,0.9701,0.9553568066277537,0.9457427979664846
slide,0.05,1000,adam,2.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,2.0,0.01,0.01,0.8247,0.5941,0.9701,0.9555262662398796,0.945938617962719
slide,0.05,1000,adam,3.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,3.0,0.01,0.01,0.8241,0.5923,0.9708,0.9562041046883827,0.9468348710224063
slide,0.05,1000,adam,4.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,4.0,0.01,0.01,0.8243,0.5921,0.9721,0.9566183392958012,0.9472415740915082
slide,0.05,1000,adam,5.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,5.0,0.01,0.01,0.824,0.5904,0.9727,0.9572773488985126,0.9483374129165882
slide,0.05,1000,adam,6.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,6.0,0.01,0.01,0.8236,0.5891,0.9735,0.9582187911881003,0.9491922425155338
slide,0.05,1000,adam,7.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,7.0,0.01,0.01,0.8234,0.5886,0.975,0.9581623046507249,0.9492939182828092
slide,0.05,1000,adam,8.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,8.0,0.01,0.01,0.8234,0.5883,0.9757,0.9581811334965168,0.9495537563547355
slide,0.05,1000,adam,9.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,9.0,0.01,0.01,0.8236,0.588,0.9768,0.958689512332894,0.9500621351911129
slide,0.05,1000,adam,10.0,0.01,0.01,0.8243,0.5946,0.9693,0.9548860854829598,0.9449971756731312
hinge,0.05,1000,adam,10.0,0.01,0.01,0.8245,0.589,0.9783,0.9593296930898136,0.9506797213330823
