slide,0.05,1000,adam,0.0,0.01,0.01,0.9068,0.6537,0.9816,0.9551043942704539,0.9516436028162175
hinge,0.05,1000,adam,0.0,0.01,0.01,0.9068,0.6537,0.9816,0.9551043942704539,0.9516436028162175
slide,0.05,1000,adam,0.01,0.01,0.01,0.9068,0.6525,0.9819,0.9563486283078416,0.952941247875698
hinge,0.05,1000,adam,0.01,0.01,0.01,0.9068,0.6537,0.9816,0.9551043942704539,0.9516436028162175
slide,0.05,1000,adam,0.1,0.01,0.01,0.9044,0.6285,0.9857,0.9711580480699199,0.9684474386987133
hinge,0.05,1000,adam,0.1,0.01,0.01,0.9067,0.6529,0.982,0.9559237679048312,0.9523379461034231
slide,0.05,1000,adam,0.2,0.01,0.01,0.9006,0.5969,0.995,0.9890932265112892,0.9860184510803592
hinge,0.05,1000,adam,0.2,0.01,0.01,0.9069,0.6516,0.9819,0.9570526826899732,0.9536647244476815
slide,0.05,1000,adam,0.5,0.01,0.01,0.9005,0.5957,0.9945,0.9888383102694829,0.98592983733916
hinge,0.05,1000,adam,0.5,0.01,0.01,0.9068,0.6477,0.982,0.9599720806020878,0.956665452779801
slide,0.05,1000,adam,1.0,0.01,0.01,0.9001,0.5954,0.9927,0.9876244234037388,0.9846953143966982
hinge,0.05,1000,adam,1.0,0.01,0.01,0.9062,0.6425,0.9839,0.9635712551590192,0.9604442825928623
slide,0.05,1000,adam,2.0,0.01,0.01,0.9001,0.5957,0.992,0.9873512988589462,0.9844634620053412
hinge,0.05,1000,adam,2.0,0.01,0.01,0.9046,0.6305,0.9863,0.9697378004369993,0.9668960912842924
slide,0.05,1000,adam,3.0,0.01,0.01,0.9001,0.5954,0.9919,0.9870781743141539,0.9842121874241321
hinge,0.05,1000,adam,3.0,0.01,0.01,0.9037,0.6222,0.9878,0.9751760135955329,0.9723877154649186
slide,0.05,1000,adam,4.0,0.01,0.01,0.9002,0.5955,0.9919,0.9870235494051953,0.9841660597232338
hinge,0.05,1000,adam,4.0,0.01,0.01,0.9029,0.6154,0.9897,0.9790118960912843,0.976218742413207
slide,0.05,1000,adam,5.0,0.01,0.01,0.9002,0.5955,0.9919,0.9870235494051953,0.9841660597232338
hinge,0.05,1000,adam,5.0,0.01,0.01,0.9025,0.6088,0.9911,0.983169458606458,0.9803398883224084
slide,0.05,1000,adam,6.0,0.01,0.01,0.9002,0.5955,0.9919,0.9869689244962369,0.9841417819859188
hinge,0.05,1000,adam,6.0,0.01,0.01,0.9016,0.6034,0.9924,0.9857004127215344,0.9827348871085215
slide,0.05,1000,adam,7.0,0.01,0.01,0.9002,0.5952,0.9917,0.9868778829813061,0.9840810876426317
hinge,0.05,1000,adam,7.0,0.01,0.01,0.9011,0.5991,0.9932,0.9876729788783686,0.9847547948531197
slide,0.05,1000,adam,8.0,0.01,0.01,0.9002,0.5952,0.9917,0.9868778829813061,0.9840810876426317
hinge,0.05,1000,adam,8.0,0.01,0.01,0.9006,0.5964,0.9944,0.9886076717649915,0.9856822044185481
slide,0.05,1000,adam,9.0,0.01,0.01,0.9002,0.5952,0.9917,0.9868778829813061,0.9840810876426317
hinge,0.05,1000,adam,9.0,0.01,0.01,0.9006,0.5952,0.9951,0.9891781985918912,0.986352269968439
slide,0.05,1000,adam,10.0,0.01,0.01,0.9002,0.5952,0.9917,0.9868778829813061,0.9840810876426317
hinge,0.05,1000,adam,10.0,0.01,0.01,0.9002,0.5924,0.995,0.9902282107307598,0.9874204904102937
slide,0.05,1000,adam,50.0,0.01,0.01,0.9002,0.5955,0.9919,0.9870235494051953,0.9841660597232338
hinge,0.05,1000,adam,50.0,0.01,0.01,0.8966,0.5612,0.9931,0.9896334061665452,0.987073318766691
slide,0.05,1000,adam,70.0,0.01,0.01,0.9002,0.5955,0.9916,0.9870235494051953,0.9841660597232338
