hinge,0.05,2000,adam,0.1,0.01,0.01,0.8552,0.7758,0.9485,0.9188667656242003,0.8904110149971848
slide,0.05,2000,adam,0.2,0.01,0.01,0.8473,0.7649,0.9401,0.9359011107130061,0.9126774837487845
hinge,0.05,2000,adam,0.2,0.01,0.01,0.8558,0.7753,0.9527,0.9179454368633875,0.8905584275989149
slide,0.05,2000,adam,0.5,0.01,0.01,0.8456,0.758,0.9128,0.9429032092951835,0.9219347903977069
hinge,0.05,2000,adam,0.5,0.01,0.01,0.8539,0.7717,0.964,0.9215181450580949,0.8943932026411425
slide,0.05,2000,adam,1.0,0.01,0.01,0.8415,0.7476,0.9435,0.953099247581512,0.9330316834723857
hinge,0.05,2000,adam,1.0,0.01,0.01,0.8525,0.7709,0.9591,0.9252955929774275,0.8988206991861597
slide,0.05,2000,adam,2.0,0.01,0.01,0.8421,0.7476,0.9637,0.9575062701540666,0.9381245841224345
hinge,0.05,2000,adam,2.0,0.01,0.01,0.8516,0.7692,0.9573,0.9315657470440702,0.9086563955571478
slide,0.05,2000,adam,3.0,0.01,0.01,0.8401,0.7445,0.9678,0.9595894968521267,0.9414966473870093
hinge,0.05,2000,adam,3.0,0.01,0.01,0.8501,0.767,0.9507,0.9343706812714339,0.9106761529405744
slide,0.05,2000,adam,4.0,0.01,0.01,0.8403,0.7442,0.964,0.958872907815939,0.9396785586323386
hinge,0.05,2000,adam,4.0,0.01,0.01,0.8509,0.7683,0.9407,0.9364180785176845,0.9125300711470544
slide,0.05,2000,adam,5.0,0.01,0.01,0.8397,0.7432,0.9668,0.9589138557608642,0.9410830731432666
hinge,0.05,2000,adam,5.0,0.01,0.01,0.8491,0.7644,0.9385,0.9381532476838821,0.9148620566105339
slide,0.05,2000,adam,6.0,0.01,0.01,0.8393,0.7415,0.9754,0.9583047550801045,0.9397143880841481
hinge,0.05,2000,adam,6.0,0.01,0.01,0.8494,0.7652,0.9123,0.9372370374161847,0.9149480472948764
slide,0.05,2000,adam,7.0,0.01,0.01,0.839,0.7415,0.9716,0.9604903516404769,0.9424271894354302
hinge,0.05,2000,adam,7.0,0.01,0.01,0.8479,0.763,0.9344,0.9397195065772638,0.9169237856375082
slide,0.05,2000,adam,8.0,0.01,0.01,0.8377,0.7379,0.9778,0.9628858064185905,0.9448420944873828
hinge,0.05,2000,adam,8.0,0.01,0.01,0.8477,0.7638,0.8905,0.9398474689051542,0.9178748016583917
slide,0.05,2000,adam,9.0,0.01,0.01,0.8372,0.7376,0.9764,0.9628192660080871,0.9450898295541793
hinge,0.05,2000,adam,9.0,0.01,0.01,0.8464,0.7602,0.9016,0.9424630188872395,0.9197778573987818
slide,0.05,2000,adam,10.0,0.01,0.01,0.8378,0.7368,0.9676,0.9641859036699595,0.9470788759789119
hinge,0.05,2000,adam,10.0,0.01,0.01,0.8466,0.7626,0.8788,0.9409325894456672,0.918039617136715
slide,0.05,2000,adam,50.0,0.01,0.01,0.8353,0.7327,0.9481,0.9674412652914982,0.9513968367712546
hinge,0.05,2000,adam,50.0,0.01,0.01,0.8381,0.746,0.9036,0.9534882530582997,0.933875211137841
slide,0.05,2000,adam,70.0,0.01,0.01,0.8357,0.7314,0.9661,0.9690996570609612,0.9536049547013359
hinge,0.05,2000,adam,70.0,0.01,0.01,0.8376,0.7452,0.8977,0.958448072887342,0.9414597942365767
slide,0.05,2000,adam,80.0,0.01,0.01,0.8356,0.7302,0.9693,0.9693862926754364,0.9524850284076368
hinge,0.05,2000,adam,80.0,0.01,0.01,0.8381,0.7436,0.9263,0.9589752776782515,0.9433945846342836
slide,0.05,2000,adam,90.0,0.01,0.01,0.8358,0.7317,0.9727,0.9682960536418079,0.9523754926549622
hinge,0.05,2000,adam,90.0,0.01,0.01,0.8345,0.7363,0.9236,0.967635768029892,0.9531453140195527
slide,0.05,2000,adam,100.0,0.01,0.01,0.8363,0.7327,0.9536,0.9671699851563701,0.9513999078671239
hinge,0.05,2000,adam,100.0,0.01,0.01,0.8354,0.7373,0.8772,0.9662640118749041,0.9501090239033629
slide,0.05,2000,adam,150.0,0.01,0.01,0.8356,0.7317,0.9548,0.968485437887086,0.9535046322362698
hinge,0.05,2000,adam,150.0,0.01,0.01,0.8352,0.7393,0.937,0.9708757741720837,0.9557178686594667
slide,0.05,2000,adam,200.0,0.01,0.01,0.836,0.7326,0.9509,0.9673593694016484,0.9515729129344321
hinge,0.05,2000,adam,200.0,0.01,0.01,0.8308,0.7321,0.9703,0.9755745508522291,0.9606633567077854
slide,0.05,2000,adam,250.0,0.01,0.01,0.8353,0.7315,0.9711,0.9698367200696115,0.9539048983979118
hinge,0.05,2000,adam,250.0,0.01,0.01,0.8285,0.7322,0.9709,0.978824793980652,0.9646066438040641
slide,0.05,2000,adam,300.0,0.01,0.01,0.8353,0.732,0.9617,0.968157854327686,0.9525259763525618
hinge,0.05,2000,adam,300.0,0.01,0.01,0.8301,0.7226,0.9687,0.9793366432922147,0.9666274248861135
slide,0.05,2000,adam,500.0,0.01,0.01,0.8343,0.7301,0.9717,0.9694221221272457,0.9547924451041613
hinge,0.05,2000,adam,500.0,0.01,0.01,0.8314,0.7303,0.9857,0.9813277371141936,0.9671976250191944
slide,0.05,2000,adam,700.0,0.01,0.01,0.8334,0.7287,0.9601,0.9710498029380151,0.9554404463325996
hinge,0.05,2000,adam,700.0,0.01,0.01,0.8275,0.7184,0.9809,0.9865639555714798,0.9770967907048166
slide,0.05,2000,adam,1000.0,0.01,0.01,0.8342,0.7263,0.9572,0.9722475303270717,0.9570169422122127
hinge,0.05,2000,adam,1000.0,0.01,0.01,0.8248,0.7108,0.9781,0.9863643343399703,0.9751138864718226
slide,0.05,2000,adam,0.0,0.01,0.05,0.8548,0.7759,0.9459,0.9168244868710651,0.889227619388852
hinge,0.05,2000,adam,0.0,0.01,0.05,0.8548,0.7759,0.9459,0.9168244868710651,0.889227619388852
slide,0.05,2000,adam,0.01,0.01,0.05,0.8546,0.775,0.9487,0.9178174745354968,0.8899687771919946
hinge,0.05,2000,adam,0.01,0.01,0.05,0.8549,0.7756,0.9465,0.9169678046783029,0.8894292880176076
slide,0.05,2000,adam,0.1,0.01,0.05,0.8541,0.7739,0.9655,0.9214055382095511,0.8953554793468802
hinge,0.05,2000,adam,0.1,0.01,0.05,0.8552,0.7758,0.9485,0.9188667656242003,0.8904110149971848
slide,0.05,2000,adam,0.2,0.01,0.05,0.8504,0.7696,0.9455,0.9311613860879356,0.9070440702257254
hinge,0.05,2000,adam,0.2,0.01,0.05,0.8558,0.7753,0.9527,0.9179454368633875,0.8905584275989149
slide,0.05,2000,adam,0.5,0.01,0.05,0.8475,0.763,0.9609,0.9404514510927982,0.9174346112504478
hinge,0.05,2000,adam,0.5,0.01,0.05,0.8539,0.7717,0.964,0.9215181450580949,0.8943932026411425
slide,0.05,2000,adam,1.0,0.01,0.05,0.8435,0.7536,0.9585,0.9463121257101909,0.9253754414700311
hinge,0.05,2000,adam,1.0,0.01,0.05,0.8525,0.7709,0.9591,0.9252955929774275,0.8988206991861597
slide,0.05,2000,adam,2.0,0.01,0.05,0.845,0.7544,0.9481,0.9496493832215795,0.9298193171930185
hinge,0.05,2000,adam,2.0,0.01,0.05,0.8516,0.7692,0.9573,0.9315657470440702,0.9086563955571478
slide,0.05,2000,adam,3.0,0.01,0.05,0.8431,0.751,0.9475,0.95104161334903,0.9309853099247581
hinge,0.05,2000,adam,3.0,0.01,0.05,0.8501,0.767,0.9507,0.9343706812714339,0.9106761529405744
