slide,0.05,1000,adam,0.0,0.01,0.01,0.8449,0.7574,0.9348,0.9389107846649947,0.919273173977581
hinge,0.05,1000,adam,0.0,0.01,0.01,0.8449,0.7574,0.9348,0.9389107846649947,0.919273173977581
slide,0.05,1000,adam,0.01,0.01,0.01,0.845,0.7573,0.935,0.9400931565747045,0.9205046834212008
hinge,0.05,1000,adam,0.01,0.01,0.01,0.8448,0.757,0.9353,0.9392895531555511,0.9196468239750217
slide,0.05,1000,adam,0.1,0.01,0.01,0.8328,0.726,0.9419,0.9729590008701439,0.9599815734247837
hinge,0.05,1000,adam,0.1,0.01,0.01,0.8447,0.7562,0.9371,0.9414649127296922,0.9219460510825613
slide,0.05,1000,adam,0.2,0.01,0.01,0.833,0.7258,0.9403,0.9731586221016532,0.9602518298612888
hinge,0.05,1000,adam,0.2,0.01,0.01,0.8443,0.7553,0.938,0.9437272866867993,0.9245718380508778
slide,0.05,1000,adam,0.5,0.01,0.01,0.8329,0.7251,0.9396,0.9735681015509033,0.9606060295848903
hinge,0.05,1000,adam,0.5,0.01,0.01,0.842,0.7508,0.9379,0.9493013256897169,0.9316722117008752
slide,0.05,1000,adam,1.0,0.01,0.01,0.8327,0.7249,0.9395,0.9734862056610534,0.960513896708809
hinge,0.05,1000,adam,1.0,0.01,0.01,0.8384,0.7429,0.9391,0.9568306290628038,0.9402978962993294
slide,0.05,1000,adam,2.0,0.01,0.01,0.8327,0.725,0.9393,0.973506679633516,0.9605364180785176
hinge,0.05,1000,adam,2.0,0.01,0.01,0.8349,0.733,0.9416,0.9660797461227414,0.9518206480012285
slide,0.05,1000,adam,3.0,0.01,0.01,0.8327,0.7249,0.9394,0.9735681015509036,0.9606080769821366
hinge,0.05,1000,adam,3.0,0.01,0.01,0.8336,0.7284,0.9425,0.9707119823923837,0.9571244305676408
slide,0.05,1000,adam,4.0,0.01,0.01,0.8327,0.7249,0.9394,0.9736499974407535,0.9606316220504684
hinge,0.05,1000,adam,4.0,0.01,0.01,0.8327,0.7254,0.9425,0.9734247837436658,0.960506730818447
slide,0.05,1000,adam,5.0,0.01,0.01,0.8327,0.7248,0.9396,0.9737267748374879,0.9606879254747402
hinge,0.05,1000,adam,5.0,0.01,0.01,0.8313,0.7211,0.9427,0.9764856426268106,0.9638204432615038
slide,0.05,1000,adam,6.0,0.01,0.01,0.8326,0.7247,0.9394,0.9737779597686441,0.9608189588985003
hinge,0.05,1000,adam,6.0,0.01,0.01,0.8307,0.7182,0.9433,0.9779597686441113,0.9664718226953984
slide,0.05,1000,adam,7.0,0.01,0.01,0.8326,0.7246,0.9398,0.9736960638787941,0.9607329682141578
hinge,0.05,1000,adam,7.0,0.01,0.01,0.8297,0.7149,0.9434,0.979526027537493,0.9684373240517992
slide,0.05,1000,adam,8.0,0.01,0.01,0.8326,0.7248,0.9398,0.9737626042892973,0.9608435276654553
hinge,0.05,1000,adam,8.0,0.01,0.01,0.8289,0.712,0.9439,0.9804115268464964,0.9700271280135128
slide,0.05,1000,adam,9.0,0.01,0.01,0.8326,0.7248,0.9402,0.9737626042892973,0.9608435276654553
hinge,0.05,1000,adam,9.0,0.01,0.01,0.8278,0.708,0.9446,0.9814761734145467,0.9718943543020936
slide,0.05,1000,adam,10.0,0.01,0.01,0.8326,0.7248,0.9404,0.9737626042892973,0.9608435276654553
hinge,0.05,1000,adam,10.0,0.01,0.01,0.8267,0.7048,0.9438,0.982115985054,0.9734954189486615
slide,0.05,1000,adam,50.0,0.01,0.01,0.8293,0.7211,0.9549,0.976618723447817,0.9641930695603216
hinge,0.05,1000,adam,50.0,0.01,0.01,0.7894,0.5722,0.9448,0.9859292624251421,0.9742693351077443
slide,0.05,1000,adam,70.0,0.01,0.01,0.828,0.7198,0.96,0.9772687720735016,0.9647990991452118
hinge,0.05,1000,adam,70.0,0.01,0.01,0.765,0.5107,0.9912,0.9972053027588679,0.9955428161949121
slide,0.05,1000,adam,80.0,0.01,0.01,0.8277,0.7197,0.9614,0.977770384398833,0.9650724266775861
hinge,0.05,1000,adam,80.0,0.01,0.01,0.7617,0.5032,0.9977,0.998751087679787,0.998161437272867
slide,0.05,1000,adam,90.0,0.01,0.01,0.827,0.7192,0.9623,0.9775861186466703,0.9652833085939498
hinge,0.05,1000,adam,90.0,0.01,0.01,0.7608,0.5012,0.9994,0.9994267287710498,0.9994103495930797
slide,0.05,1000,adam,100.0,0.01,0.01,0.8267,0.719,0.9631,0.9777191994676767,0.9656549111941445
hinge,0.05,1000,adam,100.0,0.01,0.01,0.7603,0.5001,0.9999,0.9999283410963812,0.999942672877105
